leagueId,season,periodNumber,periodType,dateRange,awayTeamName,awayTeamId,homeTeamName,homeTeamId,matchupId
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,3,Regular Season,"Mon Apr 10, 2023 - Sun Apr 16, 2023",Kong Army,5o7rockbld3k0ir8,MyMookie,ab6nd1ytld3k0ir8,35o7rockbld3k0ir8ab6nd1ytld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,3,Regular Season,"Mon Apr 10, 2023 - Sun Apr 16, 2023",We Lose These,7idwuj7dld3k0ir8,BK Fire,4css2l9ald3k0ir8,37idwuj7dld3k0ir84css2l9ald3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,3,Regular Season,"Mon Apr 10, 2023 - Sun Apr 16, 2023",Moon Missiles,bw9bxhlnld3k0ir8,My Dog,2vskq5oold3k0ir8,3bw9bxhlnld3k0ir82vskq5oold3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,3,Regular Season,"Mon Apr 10, 2023 - Sun Apr 16, 2023",Ray's Team,moz9ffoeld3k0ir8,I’m not Witty Enough,8ddddnpqld3k0ir8,3moz9ffoeld3k0ir88ddddnpqld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,3,Regular Season,"Mon Apr 10, 2023 - Sun Apr 16, 2023",Boaf Squad,wgso077kld3k0ir8,So Due,5d67ckgdld3k0ir8,3wgso077kld3k0ir85d67ckgdld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,4,Regular Season,"Mon Apr 17, 2023 - Sun Apr 23, 2023",My Dog,2vskq5oold3k0ir8,I’m not Witty Enough,8ddddnpqld3k0ir8,42vskq5oold3k0ir88ddddnpqld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,4,Regular Season,"Mon Apr 17, 2023 - Sun Apr 23, 2023",Kong Army,5o7rockbld3k0ir8,BK Fire,4css2l9ald3k0ir8,45o7rockbld3k0ir84css2l9ald3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,4,Regular Season,"Mon Apr 17, 2023 - Sun Apr 23, 2023",We Lose These,7idwuj7dld3k0ir8,Ray's Team,moz9ffoeld3k0ir8,47idwuj7dld3k0ir8moz9ffoeld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,4,Regular Season,"Mon Apr 17, 2023 - Sun Apr 23, 2023",MyMookie,ab6nd1ytld3k0ir8,So Due,5d67ckgdld3k0ir8,4ab6nd1ytld3k0ir85d67ckgdld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,4,Regular Season,"Mon Apr 17, 2023 - Sun Apr 23, 2023",Moon Missiles,bw9bxhlnld3k0ir8,Boaf Squad,wgso077kld3k0ir8,4bw9bxhlnld3k0ir8wgso077kld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,5,Regular Season,"Mon Apr 24, 2023 - Sun Apr 30, 2023",My Dog,2vskq5oold3k0ir8,So Due,5d67ckgdld3k0ir8,52vskq5oold3k0ir85d67ckgdld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,5,Regular Season,"Mon Apr 24, 2023 - Sun Apr 30, 2023",Kong Army,5o7rockbld3k0ir8,Ray's Team,moz9ffoeld3k0ir8,55o7rockbld3k0ir8moz9ffoeld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,5,Regular Season,"Mon Apr 24, 2023 - Sun Apr 30, 2023",We Lose These,7idwuj7dld3k0ir8,Boaf Squad,wgso077kld3k0ir8,57idwuj7dld3k0ir8wgso077kld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,5,Regular Season,"Mon Apr 24, 2023 - Sun Apr 30, 2023",MyMookie,ab6nd1ytld3k0ir8,BK Fire,4css2l9ald3k0ir8,5ab6nd1ytld3k0ir84css2l9ald3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,5,Regular Season,"Mon Apr 24, 2023 - Sun Apr 30, 2023",Moon Missiles,bw9bxhlnld3k0ir8,I’m not Witty Enough,8ddddnpqld3k0ir8,5bw9bxhlnld3k0ir88ddddnpqld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,6,Regular Season,"Mon May 1, 2023 - Sun May 7, 2023",Kong Army,5o7rockbld3k0ir8,My Dog,2vskq5oold3k0ir8,65o7rockbld3k0ir82vskq5oold3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,6,Regular Season,"Mon May 1, 2023 - Sun May 7, 2023",We Lose These,7idwuj7dld3k0ir8,MyMookie,ab6nd1ytld3k0ir8,67idwuj7dld3k0ir8ab6nd1ytld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,6,Regular Season,"Mon May 1, 2023 - Sun May 7, 2023",Moon Missiles,bw9bxhlnld3k0ir8,So Due,5d67ckgdld3k0ir8,6bw9bxhlnld3k0ir85d67ckgdld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,6,Regular Season,"Mon May 1, 2023 - Sun May 7, 2023",Ray's Team,moz9ffoeld3k0ir8,BK Fire,4css2l9ald3k0ir8,6moz9ffoeld3k0ir84css2l9ald3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,6,Regular Season,"Mon May 1, 2023 - Sun May 7, 2023",Boaf Squad,wgso077kld3k0ir8,I’m not Witty Enough,8ddddnpqld3k0ir8,6wgso077kld3k0ir88ddddnpqld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,7,Regular Season,"Mon May 8, 2023 - Sun May 14, 2023",BK Fire,4css2l9ald3k0ir8,My Dog,2vskq5oold3k0ir8,74css2l9ald3k0ir82vskq5oold3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,7,Regular Season,"Mon May 8, 2023 - Sun May 14, 2023",Kong Army,5o7rockbld3k0ir8,Boaf Squad,wgso077kld3k0ir8,75o7rockbld3k0ir8wgso077kld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,7,Regular Season,"Mon May 8, 2023 - Sun May 14, 2023",We Lose These,7idwuj7dld3k0ir8,So Due,5d67ckgdld3k0ir8,77idwuj7dld3k0ir85d67ckgdld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,7,Regular Season,"Mon May 8, 2023 - Sun May 14, 2023",MyMookie,ab6nd1ytld3k0ir8,I’m not Witty Enough,8ddddnpqld3k0ir8,7ab6nd1ytld3k0ir88ddddnpqld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,7,Regular Season,"Mon May 8, 2023 - Sun May 14, 2023",Ray's Team,moz9ffoeld3k0ir8,Moon Missiles,bw9bxhlnld3k0ir8,7moz9ffoeld3k0ir8bw9bxhlnld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,8,Regular Season,"Mon May 15, 2023 - Sun May 21, 2023",BK Fire,4css2l9ald3k0ir8,Boaf Squad,wgso077kld3k0ir8,84css2l9ald3k0ir8wgso077kld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,8,Regular Season,"Mon May 15, 2023 - Sun May 21, 2023",Kong Army,5o7rockbld3k0ir8,So Due,5d67ckgdld3k0ir8,85o7rockbld3k0ir85d67ckgdld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,8,Regular Season,"Mon May 15, 2023 - Sun May 21, 2023",We Lose These,7idwuj7dld3k0ir8,I’m not Witty Enough,8ddddnpqld3k0ir8,87idwuj7dld3k0ir88ddddnpqld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,8,Regular Season,"Mon May 15, 2023 - Sun May 21, 2023",MyMookie,ab6nd1ytld3k0ir8,Moon Missiles,bw9bxhlnld3k0ir8,8ab6nd1ytld3k0ir8bw9bxhlnld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,8,Regular Season,"Mon May 15, 2023 - Sun May 21, 2023",Ray's Team,moz9ffoeld3k0ir8,My Dog,2vskq5oold3k0ir8,8moz9ffoeld3k0ir82vskq5oold3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,9,Regular Season,"Mon May 22, 2023 - Sun May 28, 2023",BK Fire,4css2l9ald3k0ir8,So Due,5d67ckgdld3k0ir8,94css2l9ald3k0ir85d67ckgdld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,9,Regular Season,"Mon May 22, 2023 - Sun May 28, 2023",Kong Army,5o7rockbld3k0ir8,I’m not Witty Enough,8ddddnpqld3k0ir8,95o7rockbld3k0ir88ddddnpqld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,9,Regular Season,"Mon May 22, 2023 - Sun May 28, 2023",We Lose These,7idwuj7dld3k0ir8,Moon Missiles,bw9bxhlnld3k0ir8,97idwuj7dld3k0ir8bw9bxhlnld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,9,Regular Season,"Mon May 22, 2023 - Sun May 28, 2023",MyMookie,ab6nd1ytld3k0ir8,My Dog,2vskq5oold3k0ir8,9ab6nd1ytld3k0ir82vskq5oold3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,9,Regular Season,"Mon May 22, 2023 - Sun May 28, 2023",Ray's Team,moz9ffoeld3k0ir8,Boaf Squad,wgso077kld3k0ir8,9moz9ffoeld3k0ir8wgso077kld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,10,Regular Season,"Mon May 29, 2023 - Sun Jun 4, 2023",BK Fire,4css2l9ald3k0ir8,I’m not Witty Enough,8ddddnpqld3k0ir8,104css2l9ald3k0ir88ddddnpqld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,10,Regular Season,"Mon May 29, 2023 - Sun Jun 4, 2023",Kong Army,5o7rockbld3k0ir8,Moon Missiles,bw9bxhlnld3k0ir8,105o7rockbld3k0ir8bw9bxhlnld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,10,Regular Season,"Mon May 29, 2023 - Sun Jun 4, 2023",We Lose These,7idwuj7dld3k0ir8,My Dog,2vskq5oold3k0ir8,107idwuj7dld3k0ir82vskq5oold3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,10,Regular Season,"Mon May 29, 2023 - Sun Jun 4, 2023",MyMookie,ab6nd1ytld3k0ir8,Boaf Squad,wgso077kld3k0ir8,10ab6nd1ytld3k0ir8wgso077kld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,10,Regular Season,"Mon May 29, 2023 - Sun Jun 4, 2023",Ray's Team,moz9ffoeld3k0ir8,So Due,5d67ckgdld3k0ir8,10moz9ffoeld3k0ir85d67ckgdld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,11,Regular Season,"Mon Jun 5, 2023 - Sun Jun 11, 2023",My Dog,2vskq5oold3k0ir8,Boaf Squad,wgso077kld3k0ir8,112vskq5oold3k0ir8wgso077kld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,11,Regular Season,"Mon Jun 5, 2023 - Sun Jun 11, 2023",BK Fire,4css2l9ald3k0ir8,Moon Missiles,bw9bxhlnld3k0ir8,114css2l9ald3k0ir8bw9bxhlnld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,11,Regular Season,"Mon Jun 5, 2023 - Sun Jun 11, 2023",So Due,5d67ckgdld3k0ir8,I’m not Witty Enough,8ddddnpqld3k0ir8,115d67ckgdld3k0ir88ddddnpqld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,11,Regular Season,"Mon Jun 5, 2023 - Sun Jun 11, 2023",Kong Army,5o7rockbld3k0ir8,We Lose These,7idwuj7dld3k0ir8,115o7rockbld3k0ir87idwuj7dld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,11,Regular Season,"Mon Jun 5, 2023 - Sun Jun 11, 2023",MyMookie,ab6nd1ytld3k0ir8,Ray's Team,moz9ffoeld3k0ir8,11ab6nd1ytld3k0ir8moz9ffoeld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,12,Regular Season,"Mon Jun 12, 2023 - Sun Jun 18, 2023",Kong Army,5o7rockbld3k0ir8,MyMookie,ab6nd1ytld3k0ir8,125o7rockbld3k0ir8ab6nd1ytld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,12,Regular Season,"Mon Jun 12, 2023 - Sun Jun 18, 2023",We Lose These,7idwuj7dld3k0ir8,BK Fire,4css2l9ald3k0ir8,127idwuj7dld3k0ir84css2l9ald3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,12,Regular Season,"Mon Jun 12, 2023 - Sun Jun 18, 2023",Moon Missiles,bw9bxhlnld3k0ir8,My Dog,2vskq5oold3k0ir8,12bw9bxhlnld3k0ir82vskq5oold3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,12,Regular Season,"Mon Jun 12, 2023 - Sun Jun 18, 2023",Ray's Team,moz9ffoeld3k0ir8,I’m not Witty Enough,8ddddnpqld3k0ir8,12moz9ffoeld3k0ir88ddddnpqld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,12,Regular Season,"Mon Jun 12, 2023 - Sun Jun 18, 2023",Boaf Squad,wgso077kld3k0ir8,So Due,5d67ckgdld3k0ir8,12wgso077kld3k0ir85d67ckgdld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,13,Regular Season,"Mon Jun 19, 2023 - Sun Jun 25, 2023",My Dog,2vskq5oold3k0ir8,I’m not Witty Enough,8ddddnpqld3k0ir8,132vskq5oold3k0ir88ddddnpqld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,13,Regular Season,"Mon Jun 19, 2023 - Sun Jun 25, 2023",Kong Army,5o7rockbld3k0ir8,BK Fire,4css2l9ald3k0ir8,135o7rockbld3k0ir84css2l9ald3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,13,Regular Season,"Mon Jun 19, 2023 - Sun Jun 25, 2023",We Lose These,7idwuj7dld3k0ir8,Ray's Team,moz9ffoeld3k0ir8,137idwuj7dld3k0ir8moz9ffoeld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,13,Regular Season,"Mon Jun 19, 2023 - Sun Jun 25, 2023",MyMookie,ab6nd1ytld3k0ir8,So Due,5d67ckgdld3k0ir8,13ab6nd1ytld3k0ir85d67ckgdld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,13,Regular Season,"Mon Jun 19, 2023 - Sun Jun 25, 2023",Moon Missiles,bw9bxhlnld3k0ir8,Boaf Squad,wgso077kld3k0ir8,13bw9bxhlnld3k0ir8wgso077kld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,14,Regular Season,"Mon Jun 26, 2023 - Sun Jul 2, 2023",My Dog,2vskq5oold3k0ir8,So Due,5d67ckgdld3k0ir8,142vskq5oold3k0ir85d67ckgdld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,14,Regular Season,"Mon Jun 26, 2023 - Sun Jul 2, 2023",Kong Army,5o7rockbld3k0ir8,Ray's Team,moz9ffoeld3k0ir8,145o7rockbld3k0ir8moz9ffoeld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,14,Regular Season,"Mon Jun 26, 2023 - Sun Jul 2, 2023",We Lose These,7idwuj7dld3k0ir8,Boaf Squad,wgso077kld3k0ir8,147idwuj7dld3k0ir8wgso077kld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,14,Regular Season,"Mon Jun 26, 2023 - Sun Jul 2, 2023",MyMookie,ab6nd1ytld3k0ir8,BK Fire,4css2l9ald3k0ir8,14ab6nd1ytld3k0ir84css2l9ald3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,14,Regular Season,"Mon Jun 26, 2023 - Sun Jul 2, 2023",Moon Missiles,bw9bxhlnld3k0ir8,I’m not Witty Enough,8ddddnpqld3k0ir8,14bw9bxhlnld3k0ir88ddddnpqld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,15,Regular Season,"Mon Jul 3, 2023 - Sun Jul 9, 2023",Kong Army,5o7rockbld3k0ir8,My Dog,2vskq5oold3k0ir8,155o7rockbld3k0ir82vskq5oold3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,15,Regular Season,"Mon Jul 3, 2023 - Sun Jul 9, 2023",We Lose These,7idwuj7dld3k0ir8,MyMookie,ab6nd1ytld3k0ir8,157idwuj7dld3k0ir8ab6nd1ytld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,15,Regular Season,"Mon Jul 3, 2023 - Sun Jul 9, 2023",Moon Missiles,bw9bxhlnld3k0ir8,So Due,5d67ckgdld3k0ir8,15bw9bxhlnld3k0ir85d67ckgdld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,15,Regular Season,"Mon Jul 3, 2023 - Sun Jul 9, 2023",Ray's Team,moz9ffoeld3k0ir8,BK Fire,4css2l9ald3k0ir8,15moz9ffoeld3k0ir84css2l9ald3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,15,Regular Season,"Mon Jul 3, 2023 - Sun Jul 9, 2023",Boaf Squad,wgso077kld3k0ir8,I’m not Witty Enough,8ddddnpqld3k0ir8,15wgso077kld3k0ir88ddddnpqld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,16,Regular Season,"Mon Jul 10, 2023 - Sun Jul 16, 2023",BK Fire,4css2l9ald3k0ir8,My Dog,2vskq5oold3k0ir8,164css2l9ald3k0ir82vskq5oold3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,16,Regular Season,"Mon Jul 10, 2023 - Sun Jul 16, 2023",Kong Army,5o7rockbld3k0ir8,Boaf Squad,wgso077kld3k0ir8,165o7rockbld3k0ir8wgso077kld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,16,Regular Season,"Mon Jul 10, 2023 - Sun Jul 16, 2023",We Lose These,7idwuj7dld3k0ir8,So Due,5d67ckgdld3k0ir8,167idwuj7dld3k0ir85d67ckgdld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,16,Regular Season,"Mon Jul 10, 2023 - Sun Jul 16, 2023",MyMookie,ab6nd1ytld3k0ir8,I’m not Witty Enough,8ddddnpqld3k0ir8,16ab6nd1ytld3k0ir88ddddnpqld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,16,Regular Season,"Mon Jul 10, 2023 - Sun Jul 16, 2023",Ray's Team,moz9ffoeld3k0ir8,Moon Missiles,bw9bxhlnld3k0ir8,16moz9ffoeld3k0ir8bw9bxhlnld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,17,Regular Season,"Mon Jul 17, 2023 - Sun Jul 23, 2023",BK Fire,4css2l9ald3k0ir8,Boaf Squad,wgso077kld3k0ir8,174css2l9ald3k0ir8wgso077kld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,17,Regular Season,"Mon Jul 17, 2023 - Sun Jul 23, 2023",Kong Army,5o7rockbld3k0ir8,So Due,5d67ckgdld3k0ir8,175o7rockbld3k0ir85d67ckgdld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,17,Regular Season,"Mon Jul 17, 2023 - Sun Jul 23, 2023",We Lose These,7idwuj7dld3k0ir8,I’m not Witty Enough,8ddddnpqld3k0ir8,177idwuj7dld3k0ir88ddddnpqld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,17,Regular Season,"Mon Jul 17, 2023 - Sun Jul 23, 2023",MyMookie,ab6nd1ytld3k0ir8,Moon Missiles,bw9bxhlnld3k0ir8,17ab6nd1ytld3k0ir8bw9bxhlnld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,17,Regular Season,"Mon Jul 17, 2023 - Sun Jul 23, 2023",Ray's Team,moz9ffoeld3k0ir8,My Dog,2vskq5oold3k0ir8,17moz9ffoeld3k0ir82vskq5oold3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,18,Regular Season,"Mon Jul 24, 2023 - Sun Jul 30, 2023",BK Fire,4css2l9ald3k0ir8,So Due,5d67ckgdld3k0ir8,184css2l9ald3k0ir85d67ckgdld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,18,Regular Season,"Mon Jul 24, 2023 - Sun Jul 30, 2023",Kong Army,5o7rockbld3k0ir8,I’m not Witty Enough,8ddddnpqld3k0ir8,185o7rockbld3k0ir88ddddnpqld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,18,Regular Season,"Mon Jul 24, 2023 - Sun Jul 30, 2023",We Lose These,7idwuj7dld3k0ir8,Moon Missiles,bw9bxhlnld3k0ir8,187idwuj7dld3k0ir8bw9bxhlnld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,18,Regular Season,"Mon Jul 24, 2023 - Sun Jul 30, 2023",MyMookie,ab6nd1ytld3k0ir8,My Dog,2vskq5oold3k0ir8,18ab6nd1ytld3k0ir82vskq5oold3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,18,Regular Season,"Mon Jul 24, 2023 - Sun Jul 30, 2023",Ray's Team,moz9ffoeld3k0ir8,Boaf Squad,wgso077kld3k0ir8,18moz9ffoeld3k0ir8wgso077kld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,19,Regular Season,"Mon Jul 31, 2023 - Sun Aug 6, 2023",BK Fire,4css2l9ald3k0ir8,I’m not Witty Enough,8ddddnpqld3k0ir8,194css2l9ald3k0ir88ddddnpqld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,19,Regular Season,"Mon Jul 31, 2023 - Sun Aug 6, 2023",Kong Army,5o7rockbld3k0ir8,Moon Missiles,bw9bxhlnld3k0ir8,195o7rockbld3k0ir8bw9bxhlnld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,19,Regular Season,"Mon Jul 31, 2023 - Sun Aug 6, 2023",We Lose These,7idwuj7dld3k0ir8,My Dog,2vskq5oold3k0ir8,197idwuj7dld3k0ir82vskq5oold3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,19,Regular Season,"Mon Jul 31, 2023 - Sun Aug 6, 2023",MyMookie,ab6nd1ytld3k0ir8,Boaf Squad,wgso077kld3k0ir8,19ab6nd1ytld3k0ir8wgso077kld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,19,Regular Season,"Mon Jul 31, 2023 - Sun Aug 6, 2023",Ray's Team,moz9ffoeld3k0ir8,So Due,5d67ckgdld3k0ir8,19moz9ffoeld3k0ir85d67ckgdld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,20,Regular Season,"Mon Aug 7, 2023 - Sun Aug 13, 2023",My Dog,2vskq5oold3k0ir8,Boaf Squad,wgso077kld3k0ir8,202vskq5oold3k0ir8wgso077kld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,20,Regular Season,"Mon Aug 7, 2023 - Sun Aug 13, 2023",BK Fire,4css2l9ald3k0ir8,Moon Missiles,bw9bxhlnld3k0ir8,204css2l9ald3k0ir8bw9bxhlnld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,20,Regular Season,"Mon Aug 7, 2023 - Sun Aug 13, 2023",So Due,5d67ckgdld3k0ir8,I’m not Witty Enough,8ddddnpqld3k0ir8,205d67ckgdld3k0ir88ddddnpqld3k0ir8
fa79oxi9ld3k0iqz,2023 MLB  Joe Buck Sucks,20,Regular Season,"Mon Aug 7, 2023 - Sun Aug 13, 2023",Kong Army,5o7rockbld3k0ir8,We Lose These,7idwuj7dld3k0ir8,205o7rockbld3k0ir87idwuj7dld3k0ir8
